iso_year,iso_week,censuscode,district,state,lat,lon,cases,deaths,is_outbreak,cases_lag1,cases_lag2,cases_lag3,cases_roll4w,temp_k,preci_mm,LAI,population_2024,pop_density_per_km2_2024,week_sin,week_cos,is_monsoon
2019,46,351,Godda,Jharkhand,24.74334305,87.29285062,46,0.0,1,25.0,16.0,,20.5,301.55333340000004,0.01204277216,10.0,1245394,551.38,-0.663123,0.748511,0
2016,37,352,Sahibganj,Jharkhand,25.244263,87.6348084,101,1.0,1,,,,,301.90000000000003,0.7714430701,12.0,4358564,1967.11,-0.970942,-0.239316,1
2017,44,352,Sahibganj,Jharkhand,25.244263,87.6348084,20,0.0,0,101.0,,,101.0,300.985,0.04942020582,9.0,4358564,1967.11,-0.822984,0.568065,0
2012,40,353,Pakur,Jharkhand,24.6379647,87.8558666,29,0.0,0,,,,,302.615,0.2983947084,23.0,56690,30.93,-0.992709,0.120537,0
2015,42,353,Pakur,Jharkhand,24.6379647,87.8558666,91,0.0,1,29.0,,,29.0,303.21,0.1856940127,22.0,56690,30.93,-0.935016,0.354605,0
2016,38,353,Pakur,Jharkhand,24.6379647,87.8558666,33,0.0,0,91.0,29.0,,60.0,300.57,0.6502303816,14.0,56690,30.93,-0.992709,-0.120537,1
2018,39,354,Dhanbad,Jharkhand,23.7952809,86.4309638,38,0.0,1,,,,,302.21500000000003,0.4311538211,19.0,1221510,569.71,-1.0,-0.0,1
2018,48,354,Dhanbad,Jharkhand,23.7952809,86.4309638,10,0.0,0,38.0,,,38.0,301.535,4.56e-05,6.0,1221510,569.71,-0.464723,0.885456,0
2012,41,355,Bokaro,Jharkhand,23.69912795,85.99106894,27,0.0,1,,,,,300.556,0.158100154,,2554762,908.63,-0.970942,0.239316,0
2019,36,355,Bokaro,Jharkhand,23.69912795,85.99106894,8,0.0,0,27.0,,,27.0,302.97,0.4376177307,15.0,2554762,908.63,-0.935016,-0.354605,1
2019,38,355,Bokaro,Jharkhand,23.69912795,85.99106894,6,0.0,0,8.0,27.0,,17.5,303.708,0.2884275508,19.0,2554762,908.63,-0.992709,-0.120537,1
2010,3,357,Purbi Singhbhum,Jharkhand,22.8092139,86.2091549,14,0.0,0,,,,,297.12,0.007247662728,4.0,2108375,586.61,0.354605,0.935016,0
2010,42,357,Purbi Singhbhum,Jharkhand,22.8092139,86.2091549,35,0.0,0,14.0,,,14.0,303.2666666,0.3291564272,14.0,2108375,586.61,-0.935016,0.354605,0
2010,44,357,Purbi Singhbhum,Jharkhand,22.8092139,86.2091549,46,0.0,0,35.0,14.0,,24.5,301.94,0.08766739926,11.0,2108375,586.61,-0.822984,0.568065,0
2012,41,357,Purbi Singhbhum,Jharkhand,22.8092139,86.2091549,119,0.0,1,46.0,35.0,14.0,31.67,301.99,0.3196659628,18.0,2108375,586.61,-0.970942,0.239316,0
2016,30,357,Purbi Singhbhum,Jharkhand,22.8092139,86.2091549,7,1.0,0,119.0,46.0,35.0,53.5,,0.5170823623,5.0,2108375,586.61,-0.464723,-0.885456,1
2017,31,357,Purbi Singhbhum,Jharkhand,22.8092139,86.2091549,10,0.0,0,7.0,119.0,46.0,51.75,300.82,0.8796223842,6.0,2108375,586.61,-0.568065,-0.822984,1
2017,32,357,Purbi Singhbhum,Jharkhand,22.8092139,86.2091549,5,1.0,0,10.0,7.0,119.0,45.5,301.52,0.8415595475,6.0,2108375,586.61,-0.663123,-0.748511,1
2017,34,357,Purbi Singhbhum,Jharkhand,22.8092139,86.2091549,11,0.0,0,5.0,10.0,7.0,35.25,301.91,0.6518985049,13.0,2108375,586.61,-0.822984,-0.568065,1
2017,36,357,Purbi Singhbhum,Jharkhand,22.8092139,86.2091549,19,0.0,0,11.0,5.0,10.0,8.25,302.2266666,0.7879642519,,2108375,586.61,-0.935016,-0.354605,1
2019,24,357,Purbi Singhbhum,Jharkhand,22.8092139,86.2091549,8,0.0,0,19.0,11.0,5.0,11.25,307.97200000000004,0.02637490244,11.0,2108375,586.61,0.239316,-0.970942,1
2015,30,364,Ranchi,Jharkhand,23.3700501,85.3250387,169,0.0,1,,,,,,1.368249241,11.0,1734685,350.16,-0.464723,-0.885456,1
2019,44,364,Ranchi,Jharkhand,23.3700501,85.3250387,16,0.0,0,169.0,,,169.0,299.335,0.5888525573,,1734685,350.16,-0.822984,0.568065,0
2019,41,365,Khunti,Jharkhand,23.10018105,85.34545936,7,0.0,0,,,,,297.925,0.6411428953,21.0,2303310,847.63,-0.970942,0.239316,0
2017,25,369,Saraikela-Kharsawan,Jharkhand,22.7464225,85.91689291,8,0.0,1,,,,,309.2866666,1.191417932,16.0,3191323,1198.83,0.120537,-0.992709,1
2019,43,369,Saraikela-Kharsawan,Jharkhand,22.7464225,85.91689291,7,0.0,0,8.0,,,8.0,301.095,0.3197377573,22.0,3191323,1198.83,-0.885456,0.464723,0
2012,38,377,Baleshwar,Odisha,21.4717211,86.8909571,310,0.0,0,,,,,299.3,1.001891997,13.0,182819,46.77,-0.992709,-0.120537,1
2010,29,389,Gajapati,Odisha,19.19557415,84.19297736,85,0.0,0,,,,,298.5466666,0.6064941497,17.0,5666560,1393.93,-0.354605,-0.935016,1
2012,31,400,Koriya,Chhattisgarh,23.4316014,82.31383043,304,3.0,0,,,,,,0.8984590789,2.0,191423,28.85,-0.568065,-0.822984,1
2019,49,403,Raigarh,Chhattisgarh,22.5,83.5,7,0.0,0,,,,,296.21,0.001747171595,15.0,11258662,1588.24,-0.354605,0.935016,0
2009,38,404,Korba,Chhattisgarh,22.3547468,82.7110855,6,3.0,0,,,,,301.62333340000004,0.01548100882,25.0,1649150,250.54,-0.992709,-0.120537,1
2013,18,409,Durg,Chhattisgarh,21.19903535,81.39795456,67,0.0,0,,,,,315.5,0.03644856416,,797110,92.77,0.822984,-0.568065,0
2011,33,410,Raipur,Chhattisgarh,21.2380912,81.6336993,3,2.0,0,,,,,298.6,0.9905132359,,2529303,203.35,-0.748511,-0.663123,1
2011,36,410,Raipur,Chhattisgarh,21.2380912,81.6336993,4,0.0,0,3.0,,,3.0,299.82,1.268820137,,2529303,203.35,-0.935016,-0.354605,1
2014,37,410,Raipur,Chhattisgarh,21.2380912,81.6336993,12,0.0,0,4.0,3.0,,3.5,,0.7833120475,6.0,2529303,203.35,-0.970942,-0.239316,1
2014,38,410,Raipur,Chhattisgarh,21.2380912,81.6336993,17,0.0,0,12.0,4.0,3.0,6.33,300.34000000000003,0.4570254535,23.0,2529303,203.35,-0.992709,-0.120537,1
2015,34,410,Raipur,Chhattisgarh,21.2380912,81.6336993,173,0.0,1,17.0,12.0,4.0,9.0,303.18,0.4521459433,16.0,2529303,203.35,-0.822984,-0.568065,1
2016,29,414,Bastar,Chhattisgarh,19.11912825,81.82918649,6,0.0,0,,,,,299.6,0.2959212604,,279636,27.05,-0.354605,-0.935016,1
2018,34,414,Bastar,Chhattisgarh,19.11912825,81.82918649,64,0.0,0,6.0,,,6.0,298.52,0.6504860088,8.0,279636,27.05,-0.822984,-0.568065,1
2018,38,414,Bastar,Chhattisgarh,19.11912825,81.82918649,23,0.0,0,64.0,6.0,,35.0,298.89,1.282190319,25.0,279636,27.05,-0.992709,-0.120537,1
2018,43,414,Bastar,Chhattisgarh,19.11912825,81.82918649,5,0.0,0,23.0,64.0,6.0,31.0,303.8333334,0.001025961804,22.0,279636,27.05,-0.885456,0.464723,0
2018,48,414,Bastar,Chhattisgarh,19.11912825,81.82918649,5,0.0,0,5.0,23.0,64.0,24.5,301.684,5.01e-05,13.0,279636,27.05,-0.464723,0.885456,0
2018,50,414,Bastar,Chhattisgarh,19.11912825,81.82918649,5,0.0,0,5.0,5.0,23.0,24.25,301.388,0.005192771959,,279636,27.05,-0.239316,0.970942,0
2019,32,414,Bastar,Chhattisgarh,19.11912825,81.82918649,74,0.0,1,5.0,5.0,5.0,9.5,,1.938439867,6.0,279636,27.05,-0.663123,-0.748511,1
2015,36,416,Dakshin Bastar Dantewada,Chhattisgarh,18.26654225,81.29252341,140,0.0,1,,,,,,1.314751452,23.0,891425,100.54,-0.935016,-0.354605,1
2016,31,416,Dakshin Bastar Dantewada,Chhattisgarh,18.26654225,81.29252341,41,0.0,0,140.0,,,140.0,,0.9548058234,8.0,891425,100.54,-0.568065,-0.822984,1
2019,38,416,Dakshin Bastar Dantewada,Chhattisgarh,18.26654225,81.29252341,54,0.0,0,41.0,140.0,,90.5,300.34000000000003,0.712956887,21.0,891425,100.54,-0.992709,-0.120537,1
2016,36,419,Morena,Madhya Pradesh,26.166667,77.5,154,0.0,1,,,,,301.95,0.3413890831,,863233,172.88,-0.935016,-0.354605,1
2016,38,419,Morena,Madhya Pradesh,26.166667,77.5,25,0.0,0,154.0,,,154.0,304.172,0.1462807179,,863233,172.88,-0.992709,-0.120537,1
2017,32,419,Morena,Madhya Pradesh,26.166667,77.5,18,0.0,0,25.0,154.0,,89.5,,0.7744701128,7.0,863233,172.88,-0.663123,-0.748511,1
2018,22,419,Morena,Madhya Pradesh,26.166667,77.5,17,0.0,0,18.0,25.0,154.0,65.67,318.74333340000004,0.000133343362,3.0,863233,172.88,0.464723,-0.885456,1
2015,48,420,Bhind,Madhya Pradesh,26.5,78.75,10,0.0,0,,,,,299.3433334,8.04e-05,5.0,2326132,520.41,-0.464723,0.885456,0
2014,36,423,Shivpuri,Madhya Pradesh,25.37524125,77.82811933,212,5.0,1,,,,,306.7,0.1813250442,16.0,2172890,207.12,-0.935016,-0.354605,1
2015,36,423,Shivpuri,Madhya Pradesh,25.37524125,77.82811933,83,0.0,0,212.0,,,212.0,303.15000000000003,0.06763146262,25.0,2172890,207.12,-0.935016,-0.354605,1
2016,35,432,Neemuch,Madhya Pradesh,24.4624649,74.8501137,10,0.0,0,,,,,298.72,0.5788444259,,4628510,1103.5,-0.885456,-0.464723,1
2016,39,432,Neemuch,Madhya Pradesh,24.4624649,74.8501137,11,0.0,1,10.0,,,10.0,307.5266666,0.006228167574,8.0,4628510,1103.5,-1.0,-0.0,1
2009,31,437,Dewas,Madhya Pradesh,23.0,76.166667,2,0.0,0,,,,,299.24,0.95538084,,2201475,314.6,-0.568065,-0.822984,1
2009,36,439,Indore,Madhya Pradesh,22.7665444,75.9006944,78,0.0,1,,,,,299.7,2.511336733,20.0,629724,159.84,-0.935016,-0.354605,1
2009,43,439,Indore,Madhya Pradesh,22.7665444,75.9006944,73,0.0,0,78.0,,,78.0,312.3533334,2.02e-05,5.0,629724,159.84,-0.885456,0.464723,0
2009,44,439,Indore,Madhya Pradesh,22.7665444,75.9006944,11,0.0,0,73.0,78.0,,75.5,314.16,6.69e-05,4.0,629724,159.84,-0.822984,0.568065,0
2009,45,439,Indore,Madhya Pradesh,22.7665444,75.9006944,75,0.0,0,11.0,73.0,78.0,54.0,311.8833334,7.02e-05,5.0,629724,159.84,-0.748511,0.663123,0
2020,43,440,West Nimar,Madhya Pradesh,21.825599,75.614182,22,0.0,0,,,,,303.98,0.0829532973,11.0,131978,16.27,-0.885456,0.464723,0
2017,37,441,Barwani,Madhya Pradesh,22.0333621,74.8978374,18,0.0,0,,,,,303.185,0.1689264483,20.0,132147,24.1,-0.970942,-0.239316,1
2016,41,442,Rajgarh,Madhya Pradesh,23.87167135,76.7748902,41,0.0,1,,,,,306.5266666,0.3364512638,9.0,1878479,305.42,-0.970942,0.239316,0
2018,16,442,Rajgarh,Madhya Pradesh,23.87167135,76.7748902,24,0.0,0,41.0,,,41.0,321.0,0.005254636682,3.0,1878479,305.42,0.935016,-0.354605,0
2016,13,445,Sehore,Madhya Pradesh,23.1156882,77.06623939,142,0.0,1,,,,,316.68333340000004,0.06965587465,,3563157,540.76,1.0,-0.0,0
2017,28,445,Sehore,Madhya Pradesh,23.1156882,77.06623939,49,0.0,0,142.0,,,142.0,309.16,0.181617011,,3563157,540.76,-0.239316,-0.970942,1
2017,31,445,Sehore,Madhya Pradesh,23.1156882,77.06623939,32,0.0,0,49.0,142.0,,95.5,,1.105708936,10.0,3563157,540.76,-0.568065,-0.822984,1
2014,26,447,Betul,Madhya Pradesh,21.8796162,77.87568125,6,1.0,0,,,,,307.06,0.01095558909,8.0,4850078,481.0,-0.0,-1.0,1
2016,21,449,Hoshangabad,Madhya Pradesh,22.6001502,77.92664521,9,0.0,0,,,,,315.94,0.001621449332,7.0,400590,59.59,0.568065,-0.822984,0
2015,38,450,Katni,Madhya Pradesh,23.8339621,80.392456,9,0.0,0,,,,,303.252,0.5321089368,19.0,530991,104.97,-0.992709,-0.120537,1
2014,16,452,Narsimhapur,Madhya Pradesh,22.9467047,79.1980228,63,0.0,0,,,,,315.4566666,0.004870074212,5.0,5935208,1153.64,0.935016,-0.354605,0
2013,24,454,Mandla,Madhya Pradesh,22.68536625,80.58150562,195,2.0,1,,,,,314.0066666,0.7003738826,5.0,2763517,366.49,0.239316,-0.970942,1
2014,20,454,Mandla,Madhya Pradesh,22.68536625,80.58150562,111,0.0,0,195.0,,,195.0,313.432,0.02503966181,9.0,2763517,366.49,0.663123,-0.748511,0
2018,43,458,Guna,Madhya Pradesh,24.5,77.5,10,1.0,0,,,,,312.6333334,0.001966974692,5.0,4227482,668.87,-0.885456,0.464723,0
2013,30,464,Jhabua,Bihar,25.07634815,83.63359776,1317,0.0,1,,,,,272.0,0.4814204257,,683421,196.97,-0.464723,-0.885456,1
2019,43,464,Jhabua,Bihar,25.07634815,83.63359776,3,1.0,0,1317.0,,,1317.0,300.52,0.03083031893,16.0,683421,196.97,-0.885456,0.464723,0
2013,30,466,East Nimar,Madhya Pradesh,21.9778642,76.56882823,24,0.0,1,,,,,,1.226914242,2.0,6002262,802.4,-0.464723,-0.885456,1
2014,47,466,East Nimar,Madhya Pradesh,21.9778642,76.56882823,10,0.0,0,24.0,,,24.0,306.8866666,0.01246010404,7.0,6002262,802.4,-0.568065,0.822984,0
2015,42,466,East Nimar,Madhya Pradesh,21.9778642,76.56882823,11,0.0,0,10.0,24.0,,17.0,311.072,4.06e-05,12.0,6002262,802.4,-0.935016,0.354605,0
2014,3,467,Burhanpur,Madhya Pradesh,21.3118839,76.2291992,40,0.0,1,,,,,299.37,0.0001134833607,9.0,1959026,608.98,0.354605,0.935016,0
2014,44,467,Burhanpur,Madhya Pradesh,21.3118839,76.2291992,25,0.0,0,40.0,,,40.0,307.7333334,0.03984815124,11.0,1959026,608.98,-0.822984,0.568065,0
2021,32,467,Burhanpur,Madhya Pradesh,21.3118839,76.2291992,15,0.0,0,25.0,40.0,,32.5,308.47,0.183452455,,1959026,608.98,-0.663123,-0.748511,1
2013,38,469,Banas Kantha,Gujarat,24.172056,72.431134,6,0.0,0,,,,,307.97,0.02438348543,12.0,1686965,155.18,-0.992709,-0.120537,1
2015,21,469,Banas Kantha,Gujarat,24.0294885,73.0459884,22,0.0,1,6.0,,,6.0,319.7366666,0.004588629021,6.0,1686965,155.18,0.568065,-0.822984,0
2022,17,469,Banas Kantha,Gujarat,24.0294885,73.0459884,4,3.0,0,22.0,6.0,,14.0,318.4766666,0.0004518239242,7.0,1686965,155.18,0.885456,-0.464723,0
2013,36,470,Patan,Gujarat,23.77405735,71.68373466,49,1.0,0,,,,,303.632,0.04590138707,6.0,1269680,220.03,-0.935016,-0.354605,1
2013,23,477,Jamnagar,Gujarat,22.4732415,70.0552102,10,0.0,0,,,,,315.97200000000004,0.1257427299,2.0,2290145,203.53,0.354605,-0.935016,1
2012,46,479,Junagadh,Gujarat,21.5174104,70.4642754,343,5.0,1,,,,,312.068,0.0001624911054,,500763,58.81,-0.663123,0.748511,0
2015,49,479,Junagadh,Gujarat,21.5174104,70.4642754,50,0.0,0,343.0,,,343.0,304.9233334,0.0007738048045,8.0,500763,58.81,-0.354605,0.935016,0
2016,22,479,Junagadh,Gujarat,21.5174104,70.4642754,23,0.0,0,50.0,343.0,,196.5,312.2166666,0.01192847138,4.0,500763,58.81,0.464723,-0.885456,1
2017,14,479,Junagadh,Gujarat,21.5174104,70.4642754,66,0.0,0,23.0,50.0,343.0,138.67,318.252,0.0003740452705,,500763,58.81,0.992709,-0.120537,0
2017,21,479,Junagadh,Gujarat,20.9911049,70.68806405,12,0.0,0,66.0,23.0,50.0,120.5,315.6566666,0.002096745091,,500763,58.81,0.568065,-0.822984,0
2010,32,486,Vadodara,Gujarat,22.2973142,73.1942567,35,0.0,0,,,,,287.78000000000003,1.547957471,,886317,116.27,-0.663123,-0.748511,1
2018,27,492,Surat,Telangana,17.08001385,79.79253297,14,0.0,0,,,,,,0.4034975547,4.0,1470868,334.13,-0.120537,-0.992709,1
2012,43,493,Tapi,Gujarat,21.1060413,72.7008247,175,0.0,1,,,,,306.8766666,5.87e-05,8.0,72871,22.79,-0.885456,0.464723,0
2015,31,493,Tapi,Gujarat,21.1060413,72.7008247,9,0.0,0,175.0,,,175.0,,1.00982611,,72871,22.79,-0.568065,-0.822984,1
2012,40,494,Diu,Daman and Diu,20.71817495,70.93238341,17,0.0,0,,,,,,,,4312667,117800.25,-0.992709,0.120537,0
2012,41,495,Daman,Daman and Diu,20.42000485,72.8637629,70,0.0,0,,,,,300.9133334,,21.0,5445211,72787.21,-0.970942,0.239316,0
2019,38,495,Daman,Daman and Diu,20.42000485,72.8637629,107,2.0,1,70.0,,,70.0,301.75,,13.0,5445211,72787.21,-0.992709,-0.120537,1
2010,41,496,Dadra & Nagar Haveli,Dadra and Nagar Haveli,20.2712521,73.0014588,4,0.0,0,,,,,301.0866666,0.07394494812,23.0,481188,959.54,-0.970942,0.239316,0
2015,36,496,Dadra & Nagar Haveli,Dadra and Nagar Haveli,20.2712521,73.0014588,12,0.0,0,4.0,,,4.0,298.83,0.2188441589,22.0,481188,959.54,-0.935016,-0.354605,1
2015,38,496,Dadra & Nagar Haveli,Dadra and Nagar Haveli,20.2712521,73.0014588,16,0.0,1,12.0,4.0,,8.0,300.8,1.289759359,6.0,481188,959.54,-0.992709,-0.120537,1
2019,38,497,Nandurbar,Maharashtra,21.51450155,74.54070115,26,2.0,0,,,,,302.65000000000003,0.9105038391,,1996700,334.5,-0.992709,-0.120537,1
2019,40,497,Nandurbar,Maharashtra,21.51450155,74.54070115,26,0.0,0,26.0,,,26.0,302.86,0.8655847464,,1996700,334.5,-0.992709,0.120537,0
2012,41,498,Dhule,Maharashtra,21.13170235,74.48990147,10,0.0,0,,,,,307.492,0.02264765343,14.0,4538919,625.33,-0.970942,0.239316,0
2012,44,498,Dhule,Maharashtra,21.13170235,74.48990147,31,0.0,0,10.0,,,10.0,310.3,0.005982850584,10.0,4538919,625.33,-0.822984,0.568065,0
2012,45,498,Dhule,Maharashtra,21.13170235,74.48990147,23,0.0,0,31.0,10.0,,20.5,306.4033334,0.0001290114255,7.0,4538919,625.33,-0.748511,0.663123,0
2012,48,498,Dhule,Maharashtra,21.13170235,74.48990147,26,0.0,0,23.0,31.0,10.0,21.33,308.06,2.4e-05,6.0,4538919,625.33,-0.464723,0.885456,0
2012,51,498,Dhule,Maharashtra,21.13170235,74.48990147,12,0.0,0,26.0,23.0,31.0,22.5,307.344,6.8e-05,,4538919,625.33,-0.120537,0.992709,0
2013,24,498,Dhule,Maharashtra,21.13170235,74.48990147,35,1.0,0,12.0,26.0,23.0,23.0,309.2333334,0.5264219424,3.0,4538919,625.33,0.239316,-0.970942,1
2014,15,498,Dhule,Maharashtra,21.13170235,74.48990147,94,2.0,1,35.0,12.0,26.0,24.0,318.6466666,0.006512855831,5.0,4538919,625.33,0.970942,-0.239316,0
2014,16,498,Dhule,Maharashtra,21.13170235,74.48990147,32,1.0,0,94.0,35.0,12.0,41.75,321.1466667,0.0003326668588,5.0,4538919,625.33,0.935016,-0.354605,0
2012,35,499,Jalgaon,Maharashtra,20.84288265,75.52612464,130,0.0,1,,,,,304.66,0.5614365342,9.0,1899295,160.16,-0.885456,-0.464723,1
2012,40,499,Jalgaon,Maharashtra,20.84288265,75.52612464,32,0.0,0,130.0,,,130.0,304.0933334,0.03038933806,15.0,1899295,160.16,-0.992709,0.120537,0
2013,31,499,Jalgaon,Maharashtra,20.84288265,75.52612464,31,0.0,0,32.0,130.0,,81.0,,1.050378125,7.0,1899295,160.16,-0.568065,-0.822984,1
2013,34,499,Jalgaon,Maharashtra,20.84288265,75.52612464,28,0.0,0,31.0,32.0,130.0,64.33,300.1,0.1097119038,,1899295,160.16,-0.822984,-0.568065,1
2013,35,499,Jalgaon,Maharashtra,20.84288265,75.52612464,104,0.0,1,28.0,31.0,32.0,55.25,284.86,1.691385161,7.0,1899295,160.16,-0.885456,-0.464723,1
2014,32,499,Jalgaon,Maharashtra,20.84288265,75.52612464,55,0.0,0,104.0,28.0,31.0,48.75,298.58,0.2843866535,8.0,1899295,160.16,-0.663123,-0.748511,1
2014,40,499,Jalgaon,Maharashtra,20.84288265,75.52612464,25,0.0,0,55.0,104.0,28.0,54.5,305.05,0.004048963017,,1899295,160.16,-0.992709,0.120537,0
2016,36,499,Jalgaon,Maharashtra,20.84288265,75.52612464,60,1.0,0,25.0,55.0,104.0,53.0,301.152,0.08151527761,14.0,1899295,160.16,-0.935016,-0.354605,1
2016,38,499,Jalgaon,Maharashtra,20.84288265,75.52612464,65,0.0,0,60.0,25.0,55.0,61.0,297.0,0.8467985339,,1899295,160.16,-0.992709,-0.120537,1
2017,39,499,Jalgaon,Maharashtra,20.84288265,75.52612464,8,0.0,0,65.0,60.0,25.0,51.25,303.832,0.01302944824,,1899295,160.16,-1.0,-0.0,1
2019,39,499,Jalgaon,Maharashtra,20.84288265,75.52612464,42,1.0,0,8.0,65.0,60.0,39.5,300.54,0.651715475,19.0,1899295,160.16,-1.0,-0.0,1
2019,42,499,Jalgaon,Maharashtra,20.84288265,75.52612464,26,1.0,0,42.0,8.0,65.0,43.75,304.0966666,0.03167748011,22.0,1899295,160.16,-0.935016,0.354605,0
2019,43,499,Jalgaon,Maharashtra,20.84288265,75.52612464,8,1.0,0,26.0,42.0,8.0,35.25,305.74,0.5594891162,,1899295,160.16,-0.885456,0.464723,0
2021,35,499,Jalgaon,Maharashtra,20.84288265,75.52612464,54,1.0,0,8.0,26.0,42.0,21.0,302.2666666,0.8720325502,10.0,1899295,160.16,-0.885456,-0.464723,1
2022,18,499,Jalgaon,Maharashtra,20.84288265,75.52612464,9,1.0,0,54.0,8.0,26.0,32.5,319.8166666,0.0001810070481,4.0,1899295,160.16,0.822984,-0.568065,0
2019,43,500,Buldana,Maharashtra,20.562845,76.40869861,98,0.0,1,,,,,301.62,0.831913295,,1996713,203.77,-0.885456,0.464723,0
2021,26,500,Buldana,Maharashtra,20.562845,76.40869861,7,0.0,0,98.0,,,98.0,306.6533334,0.4245402926,6.0,1996713,203.77,-0.0,-1.0,1
2014,36,501,Akola,Maharashtra,20.76181225,77.19211567,101,1.0,1,,,,,,1.449853358,9.0,2243169,413.47,-0.935016,-0.354605,1
2018,48,501,Akola,Maharashtra,20.76181225,77.19211567,14,0.0,0,101.0,,,101.0,307.208,6.66e-05,8.0,2243169,413.47,-0.464723,0.885456,0
2018,50,501,Akola,Maharashtra,20.76181225,77.19211567,8,0.0,0,14.0,101.0,,57.5,303.944,0.01939602393,,2243169,413.47,-0.239316,0.970942,0
2020,49,501,Akola,Maharashtra,20.76181225,77.19211567,40,0.0,0,8.0,14.0,101.0,41.0,304.7133334,1.5e-05,,2243169,413.47,-0.354605,0.935016,0
2021,35,501,Akola,Maharashtra,20.76181225,77.19211567,3,0.0,0,40.0,8.0,14.0,40.75,304.86,0.1589494148,11.0,2243169,413.47,-0.885456,-0.464723,1
2014,37,502,Washim,Maharashtra,20.28741775,77.2369655,28,1.0,1,,,,,296.78000000000003,0.705854471,,1480124,283.98,-0.970942,-0.239316,1
2020,17,502,Washim,Maharashtra,20.28741775,77.2369655,6,0.0,0,28.0,,,28.0,321.2,0.0002937726392,,1480124,283.98,0.885456,-0.464723,0
2012,46,503,Amravati,Maharashtra,20.9521098,77.7333168,87,1.0,1,,,,,306.812,6.51e-05,,5217024,426.34,-0.663123,0.748511,0
2014,20,503,Amravati,Maharashtra,20.9521098,77.7333168,17,0.0,0,87.0,,,87.0,322.6266666,0.002279639878,,5217024,426.34,0.663123,-0.748511,0
2014,32,503,Amravati,Maharashtra,20.9521098,77.7333168,25,1.0,0,17.0,87.0,,52.0,,0.6478139446,6.0,5217024,426.34,-0.663123,-0.748511,1
2014,39,503,Amravati,Maharashtra,20.9521098,77.7333168,156,0.0,1,25.0,17.0,87.0,43.0,302.8566666,0.02353522183,22.0,5217024,426.34,-1.0,-0.0,1
2014,48,503,Amravati,Maharashtra,20.9521098,77.7333168,32,0.0,0,156.0,25.0,17.0,71.25,307.4233334,0.001515152045,,5217024,426.34,-0.464723,0.885456,0
2018,43,503,Amravati,Maharashtra,20.9521098,77.7333168,17,0.0,0,32.0,156.0,25.0,57.5,310.9533334,0.001005993219,10.0,5217024,426.34,-0.885456,0.464723,0
2019,39,503,Amravati,Maharashtra,20.9521098,77.7333168,4,0.0,0,17.0,32.0,156.0,57.5,302.0,0.809709694,18.0,5217024,426.34,-1.0,-0.0,1
2020,39,503,Amravati,Maharashtra,20.9521098,77.7333168,5,0.0,0,4.0,17.0,32.0,52.25,302.56,1.329761391,16.0,5217024,426.34,-1.0,-0.0,1
2021,26,503,Amravati,Maharashtra,20.9521098,77.7333168,3,1.0,0,5.0,4.0,17.0,14.5,312.8466666,0.2668179381,4.0,5217024,426.34,-0.0,-1.0,1
2021,27,503,Amravati,Maharashtra,20.9521098,77.7333168,13,2.0,0,3.0,5.0,4.0,7.25,316.98,0.3639732419,,5217024,426.34,-0.120537,-0.992709,1
2021,28,503,Amravati,Maharashtra,20.9521098,77.7333168,5,0.0,0,13.0,3.0,5.0,6.25,316.84000000000003,0.5008124671,,5217024,426.34,-0.239316,-0.970942,1
2021,33,503,Amravati,Maharashtra,20.9521098,77.7333168,22,3.0,0,5.0,13.0,3.0,6.5,304.7,0.6170837983,17.0,5217024,426.34,-0.748511,-0.663123,1
2013,36,504,Wardha,Maharashtra,20.82562315,78.6131455,12,1.0,0,,,,,303.25,0.2041113518,20.0,4854711,768.84,-0.935016,-0.354605,1
2014,35,504,Wardha,Maharashtra,20.82562315,78.6131455,18,2.0,0,12.0,,,12.0,302.42,0.6756161029,,4854711,768.84,-0.885456,-0.464723,1
2014,36,504,Wardha,Maharashtra,20.82562315,78.6131455,51,2.0,0,18.0,12.0,,15.0,301.68,1.376183066,10.0,4854711,768.84,-0.935016,-0.354605,1
2018,33,504,Wardha,Maharashtra,20.82562315,78.6131455,62,2.0,1,51.0,18.0,12.0,27.0,,0.8882798395,,4854711,768.84,-0.748511,-0.663123,1
2019,38,504,Wardha,Maharashtra,20.82562315,78.6131455,12,1.0,0,62.0,51.0,18.0,35.75,300.1,0.685034212,,4854711,768.84,-0.992709,-0.120537,1
2020,32,504,Wardha,Maharashtra,20.82562315,78.6131455,6,0.0,0,12.0,62.0,51.0,35.75,302.74,0.5529784197,4.0,4854711,768.84,-0.663123,-0.748511,1
2020,43,504,Wardha,Maharashtra,20.82562315,78.6131455,4,0.0,0,6.0,12.0,62.0,32.75,302.92,0.1725683766,,4854711,768.84,-0.885456,0.464723,0
2021,23,504,Wardha,Maharashtra,20.82562315,78.6131455,4,0.0,0,4.0,6.0,12.0,21.0,312.90000000000003,0.08542046896,5.0,4854711,768.84,0.354605,-0.935016,1
2013,29,505,Nagpur,Maharashtra,21.1498134,79.0820556,12,0.0,0,,,,,,1.853925705,1.0,2964651,298.67,-0.354605,-0.935016,1
2014,33,505,Nagpur,Maharashtra,21.1498134,79.0820556,36,0.0,0,12.0,,,12.0,308.07,0.4583644864,11.0,2964651,298.67,-0.748511,-0.663123,1
