censuscode,iso_year,iso_week,ner_symptoms,ner_diseases,ner_pathogens,ner_travel,ner_total_notes
293,2009,22,1,1,0,1,1
293,2011,26,2,1,0,1,1
293,2011,34,1,1,0,0,1
293,2012,5,1,1,0,1,1
293,2012,10,1,2,0,1,1
293,2012,52,1,2,0,1,1
293,2013,27,7,6,0,4,4
293,2015,25,7,5,0,4,4
293,2015,52,2,1,0,1,1
293,2016,28,6,3,1,3,4
293,2016,29,8,6,2,2,5
293,2016,30,4,3,0,1,3
293,2016,31,9,3,0,3,4
293,2016,32,5,3,3,1,3
293,2017,21,2,1,0,1,1
293,2017,22,2,1,0,0,1
293,2017,23,7,4,0,4,4
293,2018,30,4,4,0,2,3
293,2018,42,2,2,0,1,1
293,2022,28,4,6,0,3,3
294,2009,32,2,1,0,0,1
294,2010,24,6,5,0,2,3
294,2011,42,2,1,0,0,1
294,2011,48,2,1,0,0,1
294,2012,2,2,2,0,0,1
294,2012,15,2,1,0,0,1
294,2012,52,1,1,0,0,1
294,2014,26,6,6,0,3,4
294,2016,34,2,2,1,1,2
294,2018,17,1,1,0,0,1
294,2018,38,1,1,0,1,1
294,2018,46,2,1,0,0,1
294,2019,19,4,2,0,1,2
294,2019,34,12,3,0,3,5
294,2021,30,7,4,0,1,4
294,2021,33,4,2,1,1,2
294,2021,34,3,1,0,0,1
294,2021,35,2,3,2,0,3
294,2021,37,2,2,0,1,1
294,2022,28,5,6,0,3,3
300,2009,12,1,2,0,1,1
300,2013,4,3,1,0,1,1
300,2013,44,1,1,0,0,1
300,2014,42,3,3,0,2,2
300,2016,15,2,1,0,0,1
300,2016,41,1,2,0,1,1
300,2016,48,2,1,0,1,1
300,2016,51,3,1,0,0,2
300,2017,32,2,0,0,1,1
300,2017,33,10,5,0,2,4
300,2017,34,7,2,2,2,3
300,2017,36,10,3,0,2,4
300,2018,43,1,2,0,1,1
300,2019,43,2,1,0,1,1
300,2020,25,2,1,0,1,1
300,2021,29,1,1,0,0,1
300,2022,14,2,1,0,1,1
300,2022,46,2,1,0,1,1
301,2009,37,2,3,0,1,2
301,2013,25,2,2,0,2,2
301,2014,17,1,2,0,0,1
301,2015,3,2,1,0,0,1
301,2016,12,11,6,1,3,4
301,2016,45,2,1,0,1,1
301,2016,51,7,5,2,2,4
301,2017,23,5,2,0,1,3
301,2017,37,8,2,0,3,3
301,2017,38,7,2,0,2,3
301,2017,39,3,1,0,1,1
301,2017,40,5,3,1,2,2
301,2017,45,2,2,0,1,1
301,2019,7,1,1,0,1,1
301,2019,22,11,4,1,5,5
301,2022,14,8,3,1,5,5
301,2022,32,6,3,0,2,3
302,2009,25,3,2,0,0,2
302,2009,39,4,2,0,2,2
302,2010,37,4,3,0,3,3
302,2011,20,2,1,0,1,1
302,2011,23,2,1,0,0,1
302,2011,43,2,1,0,0,1
302,2012,50,2,2,0,1,1
302,2013,35,1,1,0,1,1
302,2014,39,7,5,0,2,4
302,2014,44,2,1,0,1,1
302,2015,40,2,1,0,1,1
302,2016,22,3,1,0,1,1
302,2016,24,7,7,2,4,4
302,2016,25,9,3,0,1,4
302,2016,26,6,3,1,2,3
302,2017,25,4,2,0,1,2
302,2017,30,1,3,0,2,2
302,2017,31,4,1,0,2,2
302,2017,32,5,3,0,1,2
302,2017,33,5,1,0,1,3
302,2017,47,2,1,0,0,1
302,2017,50,2,1,0,1,1
302,2017,51,11,1,0,2,4
302,2019,16,9,3,2,2,5
302,2019,18,9,3,0,3,4
302,2019,35,6,3,1,2,3
302,2022,2,9,3,1,3,4
302,2022,6,2,1,0,1,1
302,2022,17,3,2,1,1,2
305,2011,40,10,5,0,1,5
305,2012,32,2,1,0,1,1
305,2013,5,1,1,0,1,1
305,2013,36,9,6,0,4,5
305,2013,42,3,2,0,2,2
305,2015,30,3,2,0,2,2
305,2015,32,2,1,0,0,1
305,2015,36,2,1,0,1,1
305,2016,33,3,1,0,1,1
305,2017,8,8,1,0,1,4
305,2017,9,2,1,0,1,1
305,2017,24,10,3,0,2,4
305,2017,27,6,1,1,2,3
305,2017,28,7,2,1,3,3
305,2017,29,2,1,1,0,1
305,2017,30,9,5,2,3,4
305,2017,46,3,2,0,1,2
305,2018,31,4,2,0,0,2
305,2019,16,2,2,0,1,1
305,2019,32,2,1,0,0,1
305,2020,24,5,5,0,3,4
305,2022,24,2,1,0,1,1
305,2022,43,6,3,1,1,3
306,2009,14,1,1,0,1,1
306,2009,43,2,2,0,1,1
306,2010,39,1,2,0,0,1
306,2010,42,4,4,0,2,3
306,2011,5,1,2,0,1,1
306,2011,31,2,1,0,1,1
306,2012,23,2,1,0,1,1
306,2012,27,1,1,0,1,1
306,2012,33,2,1,0,0,1
306,2012,37,3,3,0,1,2
306,2012,38,2,2,0,1,1
306,2012,40,3,2,0,2,2
306,2012,41,5,4,2,3,5
306,2013,28,8,6,0,3,5
306,2014,43,2,1,0,0,1
306,2015,26,5,3,0,2,3
306,2016,13,8,4,0,3,5
306,2016,14,5,3,0,1,2
306,2016,18,1,1,0,0,1
306,2016,19,3,3,0,1,3
306,2016,20,7,6,0,3,4
306,2016,21,1,2,0,1,1
306,2016,22,12,5,0,1,5
306,2016,23,7,3,2,1,3
306,2016,39,1,0,1,1,1
306,2017,9,2,3,0,2,2
306,2017,12,6,5,2,2,4
306,2017,28,4,1,0,2,2
306,2017,36,3,3,0,3,4
306,2019,6,1,1,0,0,1
306,2019,25,2,1,0,0,1
306,2019,28,3,2,0,1,2
306,2021,24,5,3,0,3,3
306,2021,46,1,2,0,1,1
306,2022,16,7,1,0,1,2
306,2022,18,4,1,1,1,2
306,2022,19,6,3,1,2,2
306,2022,20,10,3,0,1,5
306,2022,21,4,1,0,2,2
306,2022,22,2,1,0,0,1
306,2022,42,8,4,1,2,5
307,2013,32,1,1,0,0,1
307,2015,32,5,4,0,2,4
307,2015,34,4,3,0,2,2
307,2015,36,12,3,2,2,4
307,2015,41,2,2,0,2,2
307,2016,16,3,1,0,1,1
307,2017,38,6,2,0,1,3
307,2017,39,6,0,1,2,2
307,2017,40,2,2,0,1,1
307,2017,41,4,3,0,2,2
307,2017,42,5,2,0,1,3
307,2018,39,1,1,0,1,1
307,2019,24,6,4,0,2,3
307,2019,27,1,1,0,0,1
307,2020,15,2,1,0,1,1
307,2021,39,3,2,0,2,2
307,2022,35,8,1,1,1,3
308,2010,9,1,1,0,1,1
308,2010,28,4,2,0,0,2
308,2010,44,2,2,0,1,1
308,2011,27,1,1,0,1,1
308,2012,40,2,2,0,1,2
308,2012,41,3,3,0,2,2
308,2012,43,3,1,0,2,2
308,2014,25,2,3,0,2,2
308,2014,26,1,2,0,1,1
308,2015,36,3,2,0,2,2
308,2015,37,9,6,0,5,5
308,2015,38,7,6,0,2,5
308,2015,39,14,5,0,4,5
308,2016,26,3,2,0,1,2
308,2019,52,2,1,0,0,1
308,2020,30,3,2,0,0,2
308,2020,51,1,1,0,0,1
308,2022,26,8,3,1,3,5
308,2022,30,5,3,1,3,3
309,2009,28,3,1,0,0,1
309,2009,31,2,1,0,0,1
309,2010,34,1,2,0,1,1
309,2010,45,1,1,0,0,1
309,2011,32,4,2,0,2,2
309,2012,19,2,1,0,0,1
309,2013,13,1,1,0,1,1
309,2013,48,2,1,0,1,1
309,2014,14,2,1,0,1,1
309,2015,2,2,1,0,1,1
309,2015,18,1,1,0,1,1
309,2015,39,4,4,0,2,2
309,2016,28,10,3,1,1,4
309,2016,31,4,1,0,1,2
309,2016,32,5,2,0,2,2
309,2016,33,10,6,2,1,5
309,2016,34,9,4,1,3,5
309,2017,5,8,5,1,1,5
309,2017,29,4,1,1,0,2
309,2017,32,5,2,1,2,2
309,2017,43,1,0,0,0,1
309,2018,39,1,1,0,1,1
309,2018,42,10,5,0,3,5
309,2019,19,2,2,0,0,1
309,2019,28,1,1,0,1,1
309,2020,7,1,2,0,1,1
309,2021,18,2,1,0,1,1
309,2022,43,2,0,0,1,1
310,2009,18,2,1,0,1,1
310,2010,34,3,1,0,1,1
310,2010,35,12,3,0,4,5
310,2010,47,2,1,0,1,1
310,2012,24,1,1,0,0,1
310,2012,30,2,3,0,1,2
310,2016,27,4,4,1,5,5
310,2016,28,9,3,2,3,5
310,2016,29,8,5,0,3,5
310,2016,30,10,4,3,1,5
310,2016,31,5,2,0,2,2
310,2016,46,1,1,0,0,1
310,2017,6,2,1,0,1,1
310,2017,15,7,2,0,2,3
310,2017,30,7,5,3,3,5
310,2017,34,3,1,0,1,2
310,2018,22,2,1,0,1,1
310,2018,24,5,3,0,3,3
310,2019,39,5,2,0,2,2
310,2019,41,7,4,0,2,3
310,2019,42,2,1,0,1,1
310,2020,29,3,3,0,2,2
310,2021,13,2,1,0,0,1
310,2022,41,9,5,2,1,5
312,2012,15,2,1,0,1,1
312,2014,11,1,2,0,0,1
312,2015,31,1,1,0,1,1
312,2016,31,1,2,0,1,1
312,2017,37,8,3,0,2,4
312,2017,41,12,3,0,0,5
312,2018,50,2,1,0,0,1
312,2019,1,5,2,0,1,2
312,2019,35,6,5,0,2,4
312,2020,37,2,2,0,1,2
312,2022,12,1,1,0,0,1
312,2022,33,2,1,0,0,1
314,2009,45,2,1,0,0,1
314,2011,24,2,3,0,2,2
314,2012,29,2,1,0,1,1
314,2014,1,2,2,0,1,1
314,2014,26,4,2,0,1,2
314,2016,11,2,1,1,1,1
314,2016,38,4,0,0,2,2
314,2016,41,6,1,0,1,3
314,2016,42,1,1,0,1,1
314,2017,26,10,5,1,4,5
314,2018,10,1,2,0,1,1
314,2018,35,1,1,0,1,1
314,2018,36,1,2,0,1,1
314,2018,37,3,2,0,1,2
314,2018,40,2,3,0,2,2
314,2019,6,1,1,0,1,1
314,2019,34,1,1,0,0,1
314,2020,38,1,1,0,0,1
314,2020,41,2,3,0,1,2
314,2022,26,1,1,0,1,1
314,2022,28,2,2,0,2,2
314,2022,31,4,0,0,0,1
319,2009,36,5,4,0,1,3
319,2010,38,8,3,1,2,3
319,2010,40,7,3,1,1,3
319,2010,43,2,2,0,1,1
319,2011,17,1,2,0,0,1
319,2012,3,2,1,0,1,1
319,2012,37,6,5,0,4,4
319,2012,41,5,4,0,1,4
319,2013,38,2,2,0,1,2
319,2014,18,1,1,0,0,1
319,2015,27,6,6,0,4,5
319,2015,49,2,2,0,1,1
319,2016,42,2,1,0,1,1
319,2017,42,8,3,0,1,4
319,2019,35,7,5,0,0,4
319,2020,48,2,1,0,1,1
319,2022,31,7,5,2,5,5
319,2022,39,5,2,1,1,2
321,2009,51,1,1,0,0,1
321,2010,6,1,1,0,0,1
321,2010,16,2,1,0,1,1
321,2010,18,6,2,1,1,4
321,2010,23,5,1,2,0,2
321,2011,23,2,1,0,1,1
321,2013,26,2,3,0,2,2
321,2013,29,7,7,0,3,5
321,2013,30,3,2,2,0,2
321,2015,27,3,3,0,2,2
321,2015,28,1,1,0,1,1
321,2015,29,7,2,1,1,3
321,2016,12,13,4,0,3,5
321,2016,14,11,2,1,4,5
321,2016,15,7,3,1,2,4
321,2016,16,3,2,0,2,3
321,2016,48,2,1,0,0,1
321,2016,50,1,1,0,1,1
321,2018,30,1,1,0,0,1
321,2019,47,1,1,0,1,1
321,2022,17,12,4,1,2,5
321,2022,19,3,2,1,1,2
321,2022,27,11,3,1,3,4
321,2022,29,11,4,2,3,5
327,2009,17,5,4,0,2,3
327,2009,33,6,0,0,2,2
327,2011,30,2,2,0,1,1
327,2012,25,3,1,1,2,2
327,2012,43,9,2,1,1,4
327,2013,33,2,1,0,0,1
327,2013,35,2,0,0,1,1
327,2013,39,2,1,0,0,1
327,2015,11,2,1,1,1,1
327,2015,12,3,0,0,0,1
327,2016,26,5,4,0,3,3
327,2018,34,1,1,0,0,1
327,2019,25,5,4,0,2,4
327,2020,35,8,5,1,2,4
327,2020,39,4,2,1,1,2
327,2020,41,4,2,0,0,2
327,2021,12,8,0,0,2,4
327,2021,22,4,4,0,3,3
327,2021,28,3,1,0,1,1
327,2021,37,4,2,1,1,3
327,2022,15,3,0,1,0,1
328,2011,38,1,1,0,1,1
328,2012,6,6,4,1,4,4
328,2012,47,1,1,0,1,1
328,2013,22,2,1,0,1,1
328,2013,27,2,2,0,1,2
328,2013,28,3,3,0,2,2
328,2013,29,7,8,0,5,5
328,2013,30,7,7,0,3,5
328,2013,33,8,5,0,2,4
328,2013,34,1,1,0,0,1
328,2013,38,3,2,0,1,2
328,2013,39,2,1,0,1,1
328,2013,40,2,1,0,1,1
328,2014,11,3,1,0,0,1
328,2015,47,8,8,3,5,5
328,2016,13,9,6,1,5,5
328,2016,39,12,3,1,2,4
328,2016,41,9,4,0,2,3
328,2017,11,3,2,0,0,2
328,2017,17,9,2,2,2,5
328,2021,3,1,1,0,1,1
328,2021,32,6,2,0,2,3
328,2021,33,10,4,1,2,4
328,2021,34,5,3,1,2,2
328,2021,35,9,6,0,3,4
328,2021,36,2,1,1,1,1
328,2022,14,4,0,0,0,1
328,2022,15,8,3,0,3,5
328,2022,16,4,3,0,2,3
328,2022,17,6,3,0,1,2
328,2022,18,6,1,0,3,3
328,2022,37,9,2,1,2,4
330,2009,6,1,1,0,1,1
330,2009,31,2,1,0,0,1
330,2011,17,2,1,0,1,1
330,2011,34,2,1,0,0,1
330,2012,14,2,1,0,0,1
330,2012,24,9,2,2,1,4
330,2015,20,2,1,0,1,1
330,2015,24,4,1,0,0,2
330,2015,31,7,3,1,3,3
330,2015,48,1,1,0,1,1
330,2016,4,2,2,0,1,1
330,2016,5,5,1,1,2,2
330,2016,8,6,2,0,3,3
330,2016,38,3,1,0,1,2
330,2016,40,6,3,1,1,3
330,2017,22,9,4,4,2,5
330,2017,40,9,6,0,1,5
330,2017,46,5,5,1,2,4
330,2019,24,1,1,0,0,1
330,2020,19,6,3,0,1,4
330,2020,37,2,0,0,1,1
330,2022,22,10,5,1,3,4
331,2009,33,1,1,0,1,1
331,2011,17,1,1,0,0,1
331,2011,29,1,2,0,1,1
331,2011,42,7,7,0,5,5
331,2013,19,1,1,0,0,1
331,2013,38,3,4,0,2,2
331,2014,31,3,2,0,1,2
331,2015,41,9,5,1,3,5
331,2015,42,10,6,0,4,5
331,2015,43,4,1,0,1,3
331,2015,44,7,3,0,3,3
331,2015,45,7,2,0,2,3
331,2016,6,5,2,0,3,3
331,2016,9,8,3,1,4,5
331,2016,24,2,3,1,0,3
331,2016,30,9,5,0,4,4
331,2016,31,2,0,1,1,1
331,2016,34,11,5,1,4,5
331,2017,17,7,6,2,4,5
331,2017,33,9,4,2,3,5
331,2018,42,1,2,0,1,1
331,2021,1,9,7,1,4,5
331,2021,18,12,2,1,3,4
331,2021,38,9,2,0,0,3
331,2022,2,9,4,1,3,5
332,2010,32,1,1,0,1,1
332,2012,30,4,1,0,2,3
332,2012,35,8,4,1,2,4
332,2014,31,1,2,0,0,1
332,2014,40,4,3,0,2,2
332,2014,41,7,5,0,2,4
332,2014,42,6,4,0,3,4
332,2014,43,2,1,0,0,1
332,2015,8,2,3,1,1,2
332,2015,11,11,3,1,1,5
332,2016,15,8,5,1,2,5
332,2016,48,1,2,0,1,1
332,2017,23,3,3,0,1,2
332,2017,24,2,1,1,0,1
332,2017,25,6,5,0,3,4
332,2017,26,3,1,0,2,2
332,2017,27,1,0,0,1,1
332,2017,31,8,3,0,2,3
332,2017,35,1,1,0,1,1
332,2017,37,6,1,0,0,3
332,2017,38,10,1,1,3,3
332,2017,39,4,2,0,2,2
332,2017,43,11,2,1,4,5
332,2018,9,1,2,0,0,1
332,2018,41,1,1,0,0,1
332,2019,25,4,5,0,3,3
332,2019,26,1,1,0,0,1
332,2020,21,10,4,1,5,5
332,2020,44,6,5,1,1,3
332,2021,17,7,4,2,2,4
332,2022,23,1,1,0,1,1
332,2022,39,5,1,1,1,2
333,2011,25,8,6,0,4,5
333,2011,28,2,2,0,1,1
333,2013,30,1,1,0,1,1
333,2013,38,2,1,0,0,1
333,2013,40,12,5,1,2,5
333,2013,41,5,2,0,2,2
333,2014,36,4,3,0,1,2
333,2014,37,2,2,0,1,2
333,2014,41,8,5,0,4,5
333,2014,44,10,3,1,3,4
333,2016,9,5,2,0,1,2
333,2016,29,2,1,0,0,1
333,2016,30,9,3,0,3,4
333,2016,32,5,2,0,1,2
333,2016,33,7,6,0,3,5
333,2016,40,5,4,1,1,4
333,2018,4,1,1,0,1,1
333,2018,24,2,1,0,0,1
333,2018,27,3,2,0,2,2
333,2018,28,9,2,0,4,5
333,2018,30,6,3,0,1,3
333,2018,31,6,2,0,1,4
333,2018,32,7,3,0,3,4
333,2018,34,2,2,0,1,2
333,2019,30,3,2,0,1,2
333,2019,32,2,1,0,1,1
333,2020,9,7,3,0,3,3
333,2020,16,3,1,1,2,2
333,2020,34,12,4,1,4,5
333,2021,17,12,4,1,2,5
333,2021,40,5,1,1,2,2
333,2021,52,5,2,0,1,2
334,2009,34,5,0,0,2,2
334,2010,7,1,1,0,1,1
334,2010,27,2,1,0,0,1
334,2011,6,1,1,0,0,1
334,2011,42,3,2,0,0,2
334,2013,3,2,1,0,0,1
334,2013,13,1,1,0,1,1
334,2013,22,1,2,0,0,1
334,2014,24,2,1,0,1,1
334,2014,25,2,2,0,1,1
334,2014,26,1,1,0,0,1
334,2014,28,13,5,2,2,5
334,2014,37,2,1,0,0,1
334,2014,40,9,3,0,4,5
334,2014,41,5,3,0,1,2
334,2015,5,2,1,0,0,1
334,2015,20,10,4,2,4,4
334,2015,22,9,2,1,2,5
334,2015,38,12,5,0,3,5
334,2015,39,11,4,0,3,5
334,2015,40,3,1,0,0,1
334,2015,41,7,1,1,0,3
334,2015,49,8,3,0,3,4
334,2016,18,9,3,0,0,4
334,2016,29,9,3,1,2,4
334,2016,30,6,6,1,3,5
334,2017,11,5,2,1,2,3
334,2017,25,8,2,0,1,4
334,2017,26,9,3,2,5,5
334,2017,27,6,3,2,2,3
334,2017,28,5,4,0,3,3
334,2017,29,8,6,1,4,5
334,2018,13,2,1,0,1,1
334,2018,16,2,1,0,1,1
334,2018,17,2,2,0,1,1
334,2018,45,1,2,0,1,1
334,2019,28,3,2,0,1,2
334,2020,1,2,2,0,1,1
334,2020,18,13,2,0,2,5
334,2020,25,9,4,2,4,5
334,2021,50,2,1,0,0,1
334,2022,24,4,1,0,2,2
335,2009,23,4,2,1,1,2
335,2012,14,11,5,1,3,5
335,2012,15,6,2,0,3,3
335,2012,22,7,2,0,2,3
335,2012,24,4,1,1,1,2
335,2012,28,3,1,1,0,1
335,2012,29,3,2,0,1,1
335,2012,41,3,3,0,1,2
335,2012,51,1,1,0,1,1
335,2013,45,2,2,0,0,1
335,2013,46,2,1,0,1,1
335,2014,10,1,2,0,1,1
335,2014,15,1,1,0,1,1
335,2015,46,1,2,0,0,1
335,2015,48,1,1,0,1,1
335,2015,49,6,4,0,1,4
335,2015,50,7,3,1,3,5
335,2016,16,2,2,0,1,1
335,2017,19,5,5,0,3,4
335,2019,37,2,2,0,2,2
335,2019,42,6,6,0,4,4
335,2020,1,14,5,0,4,5
335,2020,38,2,1,0,0,1
335,2022,15,6,3,1,4,5
335,2022,27,7,2,0,2,4
336,2009,35,6,4,2,2,4
336,2010,31,6,5,0,1,5
336,2010,32,1,1,0,1,1
336,2010,35,5,2,0,2,2
336,2010,36,4,2,0,1,2
336,2010,37,3,3,0,1,2
336,2010,38,11,2,1,3,4
336,2010,40,3,2,0,0,2
336,2010,42,10,7,1,4,5
336,2012,26,5,2,0,2,2
336,2012,27,7,5,0,3,4
336,2012,28,7,3,1,2,4
336,2012,29,8,4,1,2,4
336,2012,30,11,2,2,3,5
336,2012,32,6,2,2,2,4
336,2012,33,5,2,0,0,2
336,2012,34,8,5,0,5,5
336,2012,35,6,5,1,3,4
336,2012,37,3,0,0,0,1
336,2012,41,1,2,0,1,1
336,2012,42,3,2,0,1,2
336,2013,30,7,6,0,5,5
336,2013,31,1,2,0,0,1
336,2013,33,4,2,1,0,3
336,2013,34,5,2,2,1,2
336,2013,35,5,4,1,2,3
336,2013,39,1,1,0,1,1
336,2013,41,1,1,0,1,1
336,2013,42,2,1,0,1,1
336,2013,43,11,7,2,3,5
336,2015,9,1,1,0,1,1
336,2015,32,1,1,0,1,1
336,2015,33,2,2,0,2,2
336,2015,35,8,3,1,2,4
336,2016,21,13,6,3,5,5
336,2016,29,5,3,0,1,3
336,2016,30,0,1,0,0,1
336,2016,32,4,1,0,1,2
336,2016,33,6,6,2,4,5
336,2016,34,2,0,0,0,1
336,2017,16,5,1,0,0,2
336,2017,30,5,5,3,4,5
336,2017,31,6,3,1,3,4
336,2017,33,3,1,0,0,1
336,2017,34,8,4,1,3,4
336,2018,24,3,3,0,2,3
336,2018,25,8,5,0,3,5
336,2018,26,3,2,0,2,2
336,2018,28,9,5,1,3,5
336,2018,30,2,1,0,0,1
336,2018,33,2,1,0,1,1
336,2018,34,1,2,0,1,1
336,2018,35,10,3,1,4,4
336,2018,36,4,3,0,3,3
336,2018,37,6,0,0,2,2
336,2019,2,2,1,0,0,1
336,2019,28,2,1,0,1,1
336,2019,29,5,3,0,1,3
336,2019,32,6,6,0,3,5
336,2020,10,2,2,0,1,1
336,2020,17,1,1,0,0,1
336,2020,23,3,3,0,2,2
336,2021,26,3,3,0,1,2
337,2009,14,2,1,0,1,1
337,2009,34,1,2,1,1,1
337,2009,41,6,2,1,1,3
337,2010,39,3,2,0,1,2
337,2010,40,1,1,0,1,1
337,2010,41,2,4,0,2,2
337,2010,42,2,1,0,1,1
337,2010,43,7,4,1,2,5
337,2011,35,2,1,0,1,1
337,2012,20,4,2,1,1,2
337,2012,37,6,5,2,3,4
337,2012,38,11,0,1,3,4
337,2012,39,7,3,1,4,5
337,2012,40,4,1,0,2,2
337,2013,22,1,1,0,0,1
337,2013,24,1,1,0,0,1
337,2013,26,3,3,0,0,2
337,2014,29,3,2,0,1,2
337,2014,31,2,1,0,0,1
337,2014,32,1,1,0,1,1
337,2014,33,5,1,0,0,2
337,2014,35,6,5,0,4,4
337,2014,36,1,1,0,1,1
337,2014,39,2,1,1,1,1
337,2015,7,9,6,1,5,5
337,2015,13,4,3,1,2,3
337,2015,17,8,4,1,3,4
337,2016,6,8,2,0,2,3
337,2016,9,3,1,0,1,2
337,2016,19,7,4,0,3,5
337,2016,20,7,2,0,2,2
337,2016,21,10,2,0,1,4
337,2016,22,8,6,1,4,5
337,2016,23,2,3,0,1,2
337,2016,25,6,0,0,1,2
337,2016,28,14,4,1,4,5
337,2016,30,3,2,1,2,2
337,2016,31,4,2,0,1,2
337,2016,32,1,1,0,1,1
337,2016,38,3,2,0,1,2
337,2017,9,10,4,0,3,5
337,2017,11,4,2,0,0,2
337,2017,28,6,3,1,4,4
337,2017,29,9,3,0,2,5
337,2017,30,5,2,0,2,2
337,2017,31,6,7,2,4,5
337,2017,34,9,2,0,2,4
337,2017,35,5,3,0,3,4
337,2017,37,5,3,0,2,3
337,2017,38,11,3,1,4,5
337,2019,37,7,7,0,4,4
337,2019,41,7,4,0,2,4
337,2020,47,11,3,2,3,4
337,2021,10,8,5,0,1,5
337,2021,37,4,0,0,1,1
338,2009,12,1,1,0,0,1
338,2009,21,9,5,1,3,4
338,2010,40,3,3,0,2,2
338,2012,9,8,3,1,1,3
338,2012,31,3,0,0,0,1
338,2012,32,6,4,0,3,4
338,2012,33,8,3,1,1,4
338,2012,34,4,1,1,0,2
338,2012,35,12,3,3,3,5
338,2013,2,1,1,0,0,1
338,2013,26,2,1,0,1,1
338,2014,31,2,2,0,1,2
338,2014,33,3,2,0,1,2
338,2014,35,10,4,2,2,4
338,2014,46,1,1,0,0,1
338,2015,29,6,2,0,2,4
338,2016,25,12,5,0,2,5
338,2016,26,3,2,0,2,3
338,2016,27,8,6,2,1,5
338,2016,30,7,4,0,2,4
338,2016,31,8,4,0,2,4
338,2016,33,1,1,0,1,1
338,2016,35,7,3,0,3,4
338,2017,7,8,4,0,3,5
338,2017,10,4,0,0,0,1
338,2017,24,12,6,1,2,5
338,2017,36,10,5,0,5,5
338,2019,38,4,4,0,1,3
338,2019,41,2,1,0,1,1
338,2019,51,1,1,0,1,1
338,2021,12,7,3,0,2,3
338,2021,19,7,1,0,0,2
338,2021,36,2,1,2,2,2
338,2021,39,6,6,0,2,3
338,2022,16,7,2,0,1,3
338,2022,25,6,2,0,2,4
339,2010,42,4,3,0,2,3
339,2010,46,2,2,1,2,2
339,2011,22,2,2,0,1,1
339,2011,24,3,4,0,2,3
339,2011,26,6,2,0,2,2
339,2012,18,10,4,1,3,4
339,2012,25,2,2,0,2,2
339,2014,30,2,2,0,2,2
339,2015,22,6,4,0,2,4
339,2015,26,10,5,0,2,5
339,2015,39,1,1,0,1,1
339,2016,8,10,3,0,3,5
339,2016,38,0,3,0,1,2
339,2016,39,13,4,1,2,5
339,2016,40,2,1,0,1,1
339,2016,41,2,1,0,1,1
339,2017,18,11,4,2,2,5
339,2018,9,1,1,0,1,1
339,2018,36,2,1,0,0,1
339,2019,3,2,1,0,1,1
339,2020,3,2,2,0,1,1
339,2020,24,4,2,0,2,2
339,2021,18,5,2,0,3,3
339,2022,1,1,1,0,1,1
339,2022,12,4,1,1,1,2
340,2009,21,3,1,0,1,1
340,2011,22,2,1,0,0,1
340,2011,36,7,6,0,3,5
340,2016,7,7,2,0,2,3
340,2016,27,3,2,0,1,1
340,2016,43,3,1,1,1,1
340,2017,23,2,2,0,2,2
340,2017,29,8,2,0,4,4
340,2017,34,6,2,1,3,4
340,2018,16,2,1,0,1,1
340,2018,26,4,3,0,2,3
340,2018,27,4,2,0,0,2
340,2018,29,2,2,0,1,2
340,2018,30,10,5,0,3,5
340,2018,31,6,6,1,4,5
340,2019,13,2,2,0,1,1
340,2019,24,5,3,0,3,3
340,2019,26,8,6,0,4,5
340,2019,34,3,3,0,2,2
340,2020,40,7,5,1,3,4
340,2020,47,11,7,3,5,5
340,2021,5,2,1,0,1,1
340,2021,8,1,2,0,1,1
340,2021,25,6,3,1,2,4
340,2021,43,4,1,2,1,2
341,2009,19,7,3,1,2,4
341,2010,24,2,2,0,2,2
341,2011,32,2,1,0,0,1
341,2011,34,4,3,0,1,2
341,2011,35,7,4,0,2,4
341,2011,36,6,2,0,2,3
341,2011,37,3,3,0,1,2
341,2011,38,3,1,0,0,2
341,2013,24,1,1,0,0,1
341,2015,10,2,2,0,1,2
341,2015,22,6,6,1,2,5
341,2016,43,2,1,0,0,1
341,2018,24,8,7,0,3,4
341,2019,2,1,1,0,1,1
341,2019,45,2,1,0,0,1
341,2020,4,7,1,1,3,3
341,2020,45,9,4,2,5,5
341,2021,37,8,5,0,2,5
341,2021,38,8,6,1,4,5
341,2021,39,2,1,0,1,1
341,2021,40,4,2,0,2,2
341,2021,41,3,2,1,0,2
343,2009,12,2,1,0,1,1
343,2009,32,5,2,0,2,3
343,2009,36,7,4,0,2,4
343,2009,47,13,4,2,5,5
343,2011,24,1,2,0,1,1
343,2012,18,3,0,1,1,2
343,2012,25,7,4,2,1,4
343,2012,44,5,1,0,1,2
343,2013,39,3,5,0,2,3
343,2015,33,3,3,0,1,2
343,2016,19,5,4,0,1,3
343,2016,20,4,3,2,2,3
343,2016,21,1,2,0,2,2
343,2016,22,8,5,0,2,4
343,2016,23,6,3,0,0,3
343,2016,33,10,3,1,5,5
343,2016,34,5,2,0,1,2
343,2016,35,1,1,0,0,1
343,2016,36,5,2,1,1,2
343,2016,37,10,4,0,3,4
343,2016,38,10,5,2,2,5
343,2016,39,5,1,1,2,2
343,2016,40,3,2,0,2,2
343,2016,41,7,4,0,2,4
343,2016,43,8,4,0,2,4
343,2018,36,2,2,0,1,1
343,2018,37,1,1,0,0,1
343,2018,38,4,4,1,4,4
343,2018,44,1,1,0,1,1
343,2018,50,2,1,0,0,1
343,2019,35,4,4,0,3,3
